Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDD26,7.258333333,Low Fat,0.120773451,Canned,186,OUT010,1998,,Tier 1,Grocery Store,396
FDW57,6.925,Low Fat,0.115911972,Snack Foods,177,OUT045,2002,,Tier 3,Supermarket Type1,1391
FDT32,15.83333333,Low Fat,0.10985775,Fruits and Vegetables,188,OUT010,1998,,Tier 1,Grocery Store,134
FDT25,6.25,Regular,0.050853901,Canned,121,OUT045,2002,,Tier 3,Supermarket Type1,262
NCB19,5.4375,Regular,0.090295708,Household,84,OUT046,1997,Small,Tier 2,Supermarket Type1,429
FDD05,0,Regular,0.029084548,Frozen Foods,122,OUT019,1985,Small,Tier 2,Grocery Store,258
NCE54,0,Regular,0.026769592,Household,77,OUT027,1985,Medium,Tier 1,Supermarket Type3,1665
FDO39,5.820833333,Low Fat,0.137580452,Meat,182,OUT049,1999,Medium,Tier 2,Supermarket Type1,2887
NCV06,9.416666667,Regular,0.066816565,Household,192,OUT045,2002,,Tier 3,Supermarket Type1,968
DRB13,5.095833333,Low Fat,0.01179078,Soft Drinks,189,OUT010,1998,,Tier 1,Grocery Store,677
FDX51,7.916666667,Low Fat,0.036921781,Meat,194,OUT010,1998,,Tier 1,Grocery Store,559
FDC38,13.08333333,Regular,0.122742389,Canned,134,OUT045,2002,,Tier 3,Supermarket Type1,851
FDD04,13.33333333,Regular,0.089971292,Dairy,143,OUT046,1997,Small,Tier 2,Supermarket Type1,1215
FDC05,10.91666667,Low Fat,0.099186992,Frozen Foods,198,OUT018,2009,Medium,Tier 1,Supermarket Type2,2252
DRJ59,0,Regular,0,Hard Drinks,39,OUT027,1985,Medium,Tier 1,Supermarket Type3,744
FDL22,14.04166667,Regular,0.036596012,Snack Foods,90,OUT017,2007,,Tier 3,Supermarket Type1,452
DRH13,0,Regular,0.041821227,Soft Drinks,107,OUT019,1985,Small,Tier 2,Grocery Store,152
FDV22,12.375,Low Fat,0.016635488,Snack Foods,157,OUT010,1998,,Tier 1,Grocery Store,223
FDP07,15.16666667,Regular,0.090084098,Fruits and Vegetables,197,OUT045,2002,,Tier 3,Supermarket Type1,2244
FDK27,9.166666667,Regular,0.008960445,Meat,119,OUT049,1999,Medium,Tier 2,Supermarket Type1,1211
FDP31,17.58333333,Low Fat,0.162418495,Fruits and Vegetables,64,OUT017,2007,,Tier 3,Supermarket Type1,456
NCI54,12.66666667,Regular,0.056237906,Household,110,OUT010,1998,,Tier 1,Grocery Store,77
DRK35,0,Regular,0.071498575,Hard Drinks,37,OUT027,1985,Medium,Tier 1,Supermarket Type3,569
NCO07,7.55,Regular,0.009791467,Others,213,OUT049,1999,Medium,Tier 2,Supermarket Type1,3348
FDN31,9.583333333,Regular,0.072820885,Fruits and Vegetables,191,OUT013,1987,High,Tier 1,Supermarket Type1,2168
NCO02,9.291666667,Regular,0.073354286,Others,66,OUT035,2004,Small,Tier 3,Supermarket Type1,1694
FDQ26,11.25,Low Fat,0.068010049,Dairy,57,OUT045,2002,,Tier 3,Supermarket Type1,550
FDQ07,12.58333333,Low Fat,0.087406863,Fruits and Vegetables,221,OUT046,1997,Small,Tier 2,Supermarket Type1,473
FDB49,6.916666667,Low Fat,0.030198228,Baking Goods,98,OUT049,1999,Medium,Tier 2,Supermarket Type1,1548
FDY44,11.79166667,Low Fat,0.024442501,Fruits and Vegetables,196,OUT049,1999,Medium,Tier 2,Supermarket Type1,1964
NCI54,0,Regular,0.033436336,Household,107,OUT027,1985,Medium,Tier 1,Supermarket Type3,2183
FDV44,6.970833333,Low Fat,0.039844429,Fruits and Vegetables,190,OUT046,1997,Small,Tier 2,Supermarket Type1,1360
FDI48,9.875,Low Fat,0.055805027,Baking Goods,53,OUT049,1999,Medium,Tier 2,Supermarket Type1,366
NCL05,16.33333333,Regular,0.047888606,Health and Hygiene,42,OUT035,2004,Small,Tier 3,Supermarket Type1,432
FDT32,15.83333333,Low Fat,0.065735977,Fruits and Vegetables,189,OUT049,1999,Medium,Tier 2,Supermarket Type1,2018
FDM10,15.20833333,Regular,0.076089711,Snack Foods,212,OUT049,1999,Medium,Tier 2,Supermarket Type1,2747
FDS21,16.54166667,Low Fat,0.020908608,Snack Foods,63,OUT049,1999,Medium,Tier 2,Supermarket Type1,398
FDD11,10.70833333,Regular,0.030678825,Starchy Foods,251,OUT045,2002,,Tier 3,Supermarket Type1,2530
FDL04,0,Regular,0.111381428,Frozen Foods,106,OUT027,1985,Medium,Tier 1,Supermarket Type3,2117
FDO58,16.33333333,Regular,0.039738393,Snack Foods,163,OUT018,2009,Medium,Tier 1,Supermarket Type2,2114
FDQ08,13.08333333,Low Fat,0.01903743,Fruits and Vegetables,60,OUT017,2007,,Tier 3,Supermarket Type1,350
FDT28,11.08333333,Regular,0.06356617,Frozen Foods,151,OUT046,1997,Small,Tier 2,Supermarket Type1,2579
FDT22,8.6625,Regular,0.112553853,Snack Foods,59,OUT018,2009,Medium,Tier 1,Supermarket Type2,984
FDB58,8.75,Low Fat,0.013493914,Snack Foods,143,OUT035,2004,Small,Tier 3,Supermarket Type1,2228
FDN45,16.125,Regular,0.118102769,Snack Foods,224,OUT046,1997,Small,Tier 2,Supermarket Type1,1438
FDZ45,11.75,Regular,0.06682033,Snack Foods,198,OUT013,1987,High,Tier 1,Supermarket Type1,3401
FDJ38,7.166666667,Low Fat,0.040205535,Canned,188,OUT046,1997,Small,Tier 2,Supermarket Type1,5421
NCT06,14.25,Regular,0.038816115,Household,166,OUT045,2002,,Tier 3,Supermarket Type1,947
FDU21,0,Low Fat,0.076348933,Snack Foods,32,OUT027,1985,Medium,Tier 1,Supermarket Type3,509
NCP30,17.08333333,Regular,0.032819637,Household,38,OUT049,1999,Medium,Tier 2,Supermarket Type1,701
FDR27,12.58333333,Low Fat,0.096249842,Meat,134,OUT049,1999,Medium,Tier 2,Supermarket Type1,1514
FDW39,5.575,Low Fat,0,Meat,176,OUT017,2007,,Tier 3,Supermarket Type1,3024
DRZ24,0,Regular,0,Soft Drinks,121,OUT027,1985,Medium,Tier 1,Supermarket Type3,1712
FDK21,6.5875,Regular,0.010003987,Snack Foods,250,OUT013,1987,High,Tier 1,Supermarket Type1,4112
FDJ04,15,Regular,0.124452048,Frozen Foods,118,OUT046,1997,Small,Tier 2,Supermarket Type1,931
FDZ13,6.533333333,Low Fat,0.154363209,Canned,50,OUT017,2007,,Tier 3,Supermarket Type1,428
FDS16,12.625,Low Fat,0.066551268,Frozen Foods,144,OUT017,2007,,Tier 3,Supermarket Type1,2824
FDD56,12.66666667,Low Fat,0.173703549,Fruits and Vegetables,175,OUT010,1998,,Tier 1,Grocery Store,750
FDI57,16.54166667,Regular,0.054025644,Seafood,197,OUT046,1997,Small,Tier 2,Supermarket Type1,4645
FDQ12,0,Regular,0.03523927,Baking Goods,231,OUT027,1985,Medium,Tier 1,Supermarket Type3,4265
FDI56,6.104166667,Regular,0.093385381,Fruits and Vegetables,91,OUT046,1997,Small,Tier 2,Supermarket Type1,1172
NCT42,4.9,Regular,0.024937792,Household,148,OUT045,2002,,Tier 3,Supermarket Type1,1491
FDM25,8.9125,Low Fat,0.060654268,Breakfast,174,OUT035,2004,Small,Tier 3,Supermarket Type1,2385
DRB25,0,Regular,0.06912336,Soft Drinks,106,OUT027,1985,Medium,Tier 1,Supermarket Type3,1990
NCY30,16.875,Reg,0.025953257,Household,179,OUT046,1997,Small,Tier 2,Supermarket Type1,1810
FDD44,6.708333333,Low Fat,0.07884393,Fruits and Vegetables,257,OUT017,2007,,Tier 3,Supermarket Type1,6257
FDK45,9.708333333,Regular,0.033851785,Seafood,112,OUT035,2004,Small,Tier 3,Supermarket Type1,727
FDN45,16.125,Regular,0.118342285,Snack Foods,222,OUT045,2002,,Tier 3,Supermarket Type1,1278
FDQ09,6.029166667,Regular,0.058121214,Snack Foods,115,OUT035,2004,Small,Tier 3,Supermarket Type1,987
FDC17,10.125,Regular,0.015457803,Frozen Foods,209,OUT035,2004,Small,Tier 3,Supermarket Type1,3757
FDD45,7.179166667,Regular,0.116152226,Fruits and Vegetables,94,OUT013,1987,High,Tier 1,Supermarket Type1,1080
FDD41,5.6375,Low Fat,0.087260103,Frozen Foods,105,OUT046,1997,Small,Tier 2,Supermarket Type1,1493
FDU46,8.583333333,Low Fat,0.0111263,Snack Foods,87,OUT046,1997,Small,Tier 2,Supermarket Type1,865
FDO45,10.95833333,Low Fat,0.038167453,Snack Foods,89,OUT017,2007,,Tier 3,Supermarket Type1,878
FDG41,7.366666667,Low Fat,0.076547632,Frozen Foods,109,OUT035,2004,Small,Tier 3,Supermarket Type1,1184
DRC13,6.883333333,Low Fat,0,Soft Drinks,122,OUT045,2002,,Tier 3,Supermarket Type1,527
FDX50,16.75,Regular,0.074931201,Dairy,108,OUT018,2009,Medium,Tier 1,Supermarket Type2,789
FDK56,8.079166667,Regular,0,Fruits and Vegetables,185,OUT035,2004,Small,Tier 3,Supermarket Type1,1870
NCL18,15.70833333,Regular,0.16758389,Household,194,OUT046,1997,Small,Tier 2,Supermarket Type1,1944
FDN57,15.20833333,Regular,0.054318517,Snack Foods,140,OUT049,1999,Medium,Tier 2,Supermarket Type1,4558
FDX03,0,Low Fat,0.060800116,Meat,44,OUT027,1985,Medium,Tier 1,Supermarket Type3,549
NCU17,4.433333333,Regular,0,Health and Hygiene,101,OUT013,1987,High,Tier 1,Supermarket Type1,800
FDL14,6.7625,LF,0.032152786,Canned,157,OUT035,2004,Small,Tier 3,Supermarket Type1,1335
NCU18,12.58333333,Regular,0.055840055,Household,139,OUT046,1997,Small,Tier 2,Supermarket Type1,1008
NCH43,7.016666667,Regular,0.070968081,Household,215,OUT017,2007,,Tier 3,Supermarket Type1,1386
FDH41,7.5,Regular,0.081996013,Frozen Foods,216,OUT035,2004,Small,Tier 3,Supermarket Type1,3072
FDS28,6.816666667,Low Fat,0.082737261,Frozen Foods,57,OUT018,2009,Medium,Tier 1,Supermarket Type2,245
FDG02,0,Regular,0.011206632,Canned,191,OUT027,1985,Medium,Tier 1,Supermarket Type3,2856
FDS40,12.79166667,Regular,0.014047825,Frozen Foods,36,OUT045,2002,,Tier 3,Supermarket Type1,418
FDD10,17.16666667,Low Fat,0.045982389,Snack Foods,177,OUT013,1987,High,Tier 1,Supermarket Type1,382
DRQ35,7.75,Regular,0.042256257,Hard Drinks,124,OUT013,1987,High,Tier 1,Supermarket Type1,1149
NCL05,16.33333333,Regular,0,Health and Hygiene,42,OUT049,1999,Medium,Tier 2,Supermarket Type1,463
FDJ48,9.416666667,Regular,0.056424146,Baking Goods,247,OUT035,2004,Small,Tier 3,Supermarket Type1,1587
FDV21,0,Regular,0.170254469,Snack Foods,124,OUT027,1985,Medium,Tier 1,Supermarket Type3,1519
FDJ26,12.75,Low Fat,0.084749164,Canned,215,OUT035,2004,Small,Tier 3,Supermarket Type1,2900
NCN05,6.8625,Regular,0.014541462,Health and Hygiene,184,OUT017,2007,,Tier 3,Supermarket Type1,2746
FDK09,12.66666667,Regular,0.091763303,Snack Foods,228,OUT046,1997,Small,Tier 2,Supermarket Type1,1308
FDM56,0,Regular,0.069851683,Fruits and Vegetables,110,OUT027,1985,Medium,Tier 1,Supermarket Type3,935
DRF25,7.5,Regular,0.039004193,Soft Drinks,37,OUT045,2002,,Tier 3,Supermarket Type1,470
FDG14,7.5,LF,0.05060313,Canned,150,OUT045,2002,,Tier 3,Supermarket Type1,3144
FDZ31,12.79166667,Low Fat,0.113195815,Fruits and Vegetables,190,OUT035,2004,Small,Tier 3,Supermarket Type1,2602
FDU21,0,Low Fat,0.134327613,Snack Foods,35,OUT019,1985,Small,Tier 2,Grocery Store,24
FDC57,16.75,Low Fat,0.054584207,Fruits and Vegetables,193,OUT035,2004,Small,Tier 3,Supermarket Type1,3034
FDU46,8.583333333,Low Fat,0.018623146,Snack Foods,87,OUT010,1998,,Tier 1,Grocery Store,185
FDU22,10.29166667,Regular,0.093278912,Snack Foods,118,OUT035,2004,Small,Tier 3,Supermarket Type1,1862
DRG23,7.4,Regular,0.086957199,Hard Drinks,152,OUT045,2002,,Tier 3,Supermarket Type1,980
FDR23,13.20833333,Regular,0.13689554,Breads,176,OUT010,1998,,Tier 1,Grocery Store,378
FDI14,11.75,Regular,0.090043082,Canned,140,OUT018,2009,Medium,Tier 1,Supermarket Type2,604
NCN42,16.875,Regular,0.014251461,Household,148,OUT045,2002,,Tier 3,Supermarket Type1,1891
NCM41,13.75,Regular,0.035711426,Health and Hygiene,93,OUT049,1999,Medium,Tier 2,Supermarket Type1,1131
FDT55,11.33333333,Low Fat,0.043655155,Fruits and Vegetables,156,OUT046,1997,Small,Tier 2,Supermarket Type1,2592
DRY23,0,Low Fat,0.108568067,Soft Drinks,42,OUT027,1985,Medium,Tier 1,Supermarket Type3,578
FDL46,16.95833333,Regular,0.090480214,Snack Foods,119,OUT010,1998,,Tier 1,Grocery Store,84
FDQ57,6.0625,Regular,0.027942357,Snack Foods,145,OUT035,2004,Small,Tier 3,Supermarket Type1,1150
FDQ16,16.41666667,Regular,0.041730507,Frozen Foods,109,OUT035,2004,Small,Tier 3,Supermarket Type1,1715
FDZ52,0,Regular,0.099589909,Frozen Foods,109,OUT027,1985,Medium,Tier 1,Supermarket Type3,3017
FDL16,0,Regular,0.294939214,Frozen Foods,47,OUT019,1985,Small,Tier 2,Grocery Store,99
NCX18,11.79166667,Regular,0.008829806,Household,196,OUT018,2009,Medium,Tier 1,Supermarket Type2,3226
FDM34,15.83333333,Regular,0.067722325,Snack Foods,130,OUT018,2009,Medium,Tier 1,Supermarket Type2,1124
FDG60,0,Regular,0.060405784,Baking Goods,234,OUT027,1985,Medium,Tier 1,Supermarket Type3,4854
NCA06,17.08333333,Regular,0,Household,37,OUT018,2009,Medium,Tier 1,Supermarket Type2,601
DRD12,5.8,Regular,0.077193561,Soft Drinks,89,OUT046,1997,Small,Tier 2,Supermarket Type1,912
FDP04,12.79166667,Regular,0.013869039,Frozen Foods,62,OUT018,2009,Medium,Tier 1,Supermarket Type2,319
NCH30,14.25,Regular,0.067290244,Household,114,OUT045,2002,,Tier 3,Supermarket Type1,1131
FDS04,8.495833333,Low Fat,0.146960375,Frozen Foods,142,OUT045,2002,,Tier 3,Supermarket Type1,1204
FDQ13,0,Regular,0.018632082,Canned,82,OUT019,1985,Small,Tier 2,Grocery Store,359
FDU59,4.816666667,Regular,0.096536082,Breads,162,OUT049,1999,Medium,Tier 2,Supermarket Type1,2552
DRG11,5.320833333,Regular,0.084008316,Hard Drinks,108,OUT045,2002,,Tier 3,Supermarket Type1,847
FDA36,0,Regular,0.005638944,Baking Goods,184,OUT027,1985,Medium,Tier 1,Supermarket Type3,2247
FDA15,7.75,Regular,0.01601936,Dairy,248,OUT035,2004,Small,Tier 3,Supermarket Type1,4624
FDZ03,11.375,Low Fat,0.13187274,Dairy,188,OUT010,1998,,Tier 1,Grocery Store,532
FDJ16,7.6625,Reg,0.114863923,Frozen Foods,59,OUT035,2004,Small,Tier 3,Supermarket Type1,1323
FDZ12,7.641666667,Regular,0.103138922,Baking Goods,141,OUT049,1999,Medium,Tier 2,Supermarket Type1,2147
FDH09,10.5,Regular,0.056191301,Seafood,53,OUT045,2002,,Tier 3,Supermarket Type1,525
FDT13,12.375,Regular,0.01867669,Canned,188,OUT017,2007,,Tier 3,Supermarket Type1,2826
FDU20,16.125,Low Fat,0.021578923,Fruits and Vegetables,120,OUT017,2007,,Tier 3,Supermarket Type1,1291
DRH25,15.58333333,Regular,0,Soft Drinks,52,OUT035,2004,Small,Tier 3,Supermarket Type1,333
FDK26,4.55,Low Fat,0.032242661,Canned,187,OUT045,2002,,Tier 3,Supermarket Type1,2530
FDU32,7.320833333,Regular,0.025962714,Fruits and Vegetables,120,OUT035,2004,Small,Tier 3,Supermarket Type1,1392
FDI22,10.5,Regular,0.096407554,Snack Foods,210,OUT045,2002,,Tier 3,Supermarket Type1,2389
NCB54,7.3,Regular,0.050256604,Health and Hygiene,127,OUT018,2009,Medium,Tier 1,Supermarket Type2,1917
FDX46,10.25,Low Fat,0.058234621,Snack Foods,58,OUT045,2002,,Tier 3,Supermarket Type1,423
NCC07,16.33333333,Regular,0.023931217,Household,103,OUT013,1987,High,Tier 1,Supermarket Type1,525
FDQ34,0,Reg,0.284065879,Snack Foods,105,OUT019,1985,Small,Tier 2,Grocery Store,151
FDM16,6.795833333,Low Fat,0.033692089,Frozen Foods,76,OUT018,2009,Medium,Tier 1,Supermarket Type2,913
FDJ55,0,Low Fat,0.023417004,Meat,223,OUT027,1985,Medium,Tier 1,Supermarket Type3,5143
DRI01,6.641666667,Regular,0.034647829,Soft Drinks,171,OUT017,2007,,Tier 3,Supermarket Type1,2217
FDD50,15.70833333,Regular,0.142219209,Canned,167,OUT018,2009,Medium,Tier 1,Supermarket Type2,1087
FDJ08,9.25,Regular,0.11089655,Fruits and Vegetables,191,OUT045,2002,,Tier 3,Supermarket Type1,1501
NCK18,8,Regular,0.006708517,Household,164,OUT049,1999,Medium,Tier 2,Supermarket Type1,2122
FDQ14,7.725,Regular,0.103419257,Dairy,148,OUT010,1998,,Tier 1,Grocery Store,107
FDS51,11.125,Regular,0.032180494,Meat,61,OUT046,1997,Small,Tier 2,Supermarket Type1,309
FDA04,9.416666667,Low Fat,0.066717378,Frozen Foods,260,OUT035,2004,Small,Tier 3,Supermarket Type1,3514
FDP10,15.83333333,Regular,0.128814669,Snack Foods,107,OUT017,2007,,Tier 3,Supermarket Type1,831
FDT36,10.25,Regular,0.111500259,Baking Goods,35,OUT045,2002,,Tier 3,Supermarket Type1,604
FDH38,5.354166667,Regular,0.010497273,Canned,118,OUT017,2007,,Tier 3,Supermarket Type1,2008
FDC16,9.583333333,Low Fat,0.020653603,Dairy,84,OUT018,2009,Medium,Tier 1,Supermarket Type2,618
FDF17,4.325,Regular,0.042687151,Frozen Foods,195,OUT049,1999,Medium,Tier 2,Supermarket Type1,2104
FDU23,10.125,Regular,0.021705417,Breads,163,OUT013,1987,High,Tier 1,Supermarket Type1,2240
FDB34,12.70833333,Regular,0.026651184,Snack Foods,86,OUT049,1999,Medium,Tier 2,Supermarket Type1,1183
FDW26,9.833333333,Low Fat,0.106968096,Dairy,221,OUT013,1987,High,Tier 1,Supermarket Type1,2223
FDP45,13.08333333,Low Fat,0.030686952,Snack Foods,253,OUT045,2002,,Tier 3,Supermarket Type1,1078
FDD38,13.95833333,Low Fat,0.008191729,Canned,103,OUT046,1997,Small,Tier 2,Supermarket Type1,1164
FDM60,9,Low Fat,0.048218142,Baking Goods,42,OUT049,1999,Medium,Tier 2,Supermarket Type1,493
FDW26,9.833333333,Low Fat,0.107036943,Dairy,220,OUT035,2004,Small,Tier 3,Supermarket Type1,3176
FDV51,0,Regular,0.032381325,Meat,166,OUT027,1985,Medium,Tier 1,Supermarket Type3,3907
FDT33,6.508333333,Low Fat,0.034043503,Snack Foods,168,OUT049,1999,Medium,Tier 2,Supermarket Type1,1909
FDQ40,9.25,Low Fat,0.036027524,Frozen Foods,177,OUT046,1997,Small,Tier 2,Supermarket Type1,2385
FDX40,10.70833333,Regular,0,Frozen Foods,38,OUT035,2004,Small,Tier 3,Supermarket Type1,358
FDU31,8.75,Low Fat,0.02498633,Fruits and Vegetables,216,OUT035,2004,Small,Tier 3,Supermarket Type1,2170
DRJ01,5.1125,Regular,0.115032406,Soft Drinks,161,OUT046,1997,Small,Tier 2,Supermarket Type1,920
FDP11,0,Regular,0.068765925,Breads,216,OUT027,1985,Medium,Tier 1,Supermarket Type3,3110
NCN43,0,Regular,0.006727008,Others,125,OUT027,1985,Medium,Tier 1,Supermarket Type3,2287
FDA15,7.75,Regular,0.016087659,Dairy,249,OUT018,2009,Medium,Tier 1,Supermarket Type2,4268
FDO04,13.83333333,Regular,0,Frozen Foods,54,OUT017,2007,,Tier 3,Supermarket Type1,631
NCF43,7.091666667,Regular,0.051936086,Household,142,OUT035,2004,Small,Tier 3,Supermarket Type1,2147
NCI17,7.204166667,Regular,0.1442339,Health and Hygiene,95,OUT017,2007,,Tier 3,Supermarket Type1,2344
FDY47,7.166666667,Low Fat,0.05443912,Breads,128,OUT013,1987,High,Tier 1,Supermarket Type1,741
FDF20,0,Regular,0.033059299,Fruits and Vegetables,196,OUT027,1985,Medium,Tier 1,Supermarket Type3,4504
NCS53,12.08333333,Regular,0.089778187,Health and Hygiene,158,OUT046,1997,Small,Tier 2,Supermarket Type1,1924
FDK38,5.541666667,Regular,0.053372768,Canned,149,OUT049,1999,Medium,Tier 2,Supermarket Type1,1802
FDW43,16.75,Low Fat,0.022406575,Fruits and Vegetables,225,OUT013,1987,High,Tier 1,Supermarket Type1,2602
FDV57,12.70833333,Low Fat,0.065896556,Snack Foods,179,OUT046,1997,Small,Tier 2,Supermarket Type1,1027
FDX26,14.75,Regular,0.088305201,Dairy,182,OUT017,2007,,Tier 3,Supermarket Type1,2997
FDR04,5.895833333,Regular,0.022566975,Frozen Foods,97,OUT046,1997,Small,Tier 2,Supermarket Type1,902
FDP19,9.583333333,Regular,0,Fruits and Vegetables,129,OUT013,1987,High,Tier 1,Supermarket Type1,1476
FDT07,4.85,Low Fat,0.077756427,Fruits and Vegetables,254,OUT017,2007,,Tier 3,Supermarket Type1,915
DRB24,7.320833333,Regular,0.020609218,Soft Drinks,155,OUT049,1999,Medium,Tier 2,Supermarket Type1,2868
FDB36,4.554166667,Low Fat,0,Baking Goods,129,OUT046,1997,Small,Tier 2,Supermarket Type1,2623
NCE07,0,Regular,0.013066448,Household,140,OUT027,1985,Medium,Tier 1,Supermarket Type3,1519
FDI16,0,LF,0.135118202,Frozen Foods,52,OUT027,1985,Medium,Tier 1,Supermarket Type3,1635
FDP45,13.08333333,Low Fat,0.030624844,Snack Foods,252,OUT046,1997,Small,Tier 2,Supermarket Type1,898
NCC43,6.158333333,Regular,0.092705683,Household,251,OUT013,1987,High,Tier 1,Supermarket Type1,3047
FDQ23,0,Regular,0.042941559,Breads,102,OUT019,1985,Small,Tier 2,Grocery Store,73
FDW24,5.666666667,Regular,0.03748996,Baking Goods,48,OUT035,2004,Small,Tier 3,Supermarket Type1,208
FDW09,0,Low Fat,0.025795293,Snack Foods,80,OUT027,1985,Medium,Tier 1,Supermarket Type3,1528
FDN10,9.583333333,Regular,0.046115083,Snack Foods,120,OUT035,2004,Small,Tier 3,Supermarket Type1,1100
FDE23,14.66666667,Low Fat,0.053170949,Starchy Foods,45,OUT035,2004,Small,Tier 3,Supermarket Type1,1231
FDV16,6.458333333,Low Fat,0.082915017,Frozen Foods,34,OUT035,2004,Small,Tier 3,Supermarket Type1,460
FDF12,0,Regular,0.082028694,Baking Goods,148,OUT027,1985,Medium,Tier 1,Supermarket Type3,2850
FDN21,15.5,Regular,0.076975118,Snack Foods,161,OUT049,1999,Medium,Tier 2,Supermarket Type1,1150
DRC25,4.775,Regular,0.045371855,Soft Drinks,86,OUT046,1997,Small,Tier 2,Supermarket Type1,797
NCP18,10.125,Regular,0.028642712,Household,149,OUT049,1999,Medium,Tier 2,Supermarket Type1,859
FDW60,4.533333333,Low Fat,0.017047751,Baking Goods,174,OUT013,1987,High,Tier 1,Supermarket Type1,2142
FDY04,14.75,Low Fat,0.042562588,Frozen Foods,165,OUT045,2002,,Tier 3,Supermarket Type1,2446
NCJ31,0,Reg,0.181769264,Others,240,OUT027,1985,Medium,Tier 1,Supermarket Type3,3270
DRN47,10.08333333,Regular,0.016812745,Hard Drinks,180,OUT013,1987,High,Tier 1,Supermarket Type1,2953
FDU13,6.9625,Regular,0,Canned,145,OUT013,1987,High,Tier 1,Supermarket Type1,2417
FDT39,5.216666667,LF,0.016516867,Meat,151,OUT010,1998,,Tier 1,Grocery Store,323
NCQ18,13.125,Regular,0.134960397,Household,101,OUT013,1987,High,Tier 1,Supermarket Type1,1498
FDV25,4.920833333,Regular,0.045614252,Canned,221,OUT013,1987,High,Tier 1,Supermarket Type1,4894
NCE30,13.33333333,Regular,0.099136036,Household,210,OUT046,1997,Small,Tier 2,Supermarket Type1,1061
NCN42,16.875,Regular,0.014222617,Household,148,OUT046,1997,Small,Tier 2,Supermarket Type1,2522
FDW25,4.3125,Regular,0.037457098,Canned,83,OUT049,1999,Medium,Tier 2,Supermarket Type1,1034
FDS49,7.5,Regular,0.079279489,Canned,77,OUT013,1987,High,Tier 1,Supermarket Type1,953
FDN34,13,Low Fat,0.045835395,Snack Foods,168,OUT049,1999,Medium,Tier 2,Supermarket Type1,1691
FDS45,4.3125,Low Fat,0.029616108,Snack Foods,107,OUT018,2009,Medium,Tier 1,Supermarket Type2,1436
NCL53,0,Regular,0,Health and Hygiene,175,OUT027,1985,Medium,Tier 1,Supermarket Type3,4807
FDT38,15.58333333,Regular,0.0576269,Dairy,83,OUT049,1999,Medium,Tier 2,Supermarket Type1,1328
NCX06,14.66666667,Regular,0.015687045,Household,182,OUT046,1997,Small,Tier 2,Supermarket Type1,2457
NCY17,15.16666667,Regular,0.162960415,Health and Hygiene,43,OUT013,1987,High,Tier 1,Supermarket Type1,764
NCO18,10.95833333,Regular,0.024651269,Household,179,OUT046,1997,Small,Tier 2,Supermarket Type1,1015
FDY47,7.166666667,Low Fat,0.091195818,Breads,130,OUT010,1998,,Tier 1,Grocery Store,92
FDF57,0,Low Fat,0.058542509,Fruits and Vegetables,168,OUT027,1985,Medium,Tier 1,Supermarket Type3,2434
